192.168.1.103 - - [30/Jul/2025:07:53:35 +0000] "GET /identity/v3/ HTTP/1.1" 200 504 "-" "curl/8.5.0"
192.168.1.103 - - [30/Jul/2025:07:56:02 +0000] "POST /networking/v2.0/subnets HTTP/1.1" 201 897 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:03 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:03 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3868 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:03 +0000] "GET /networking/v2.0/networks/f328570c-6815-4f0e-8541-5ef39234cbd0 HTTP/1.1" 200 925 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:03 +0000] "GET /networking/v2.0/subnetpools/5d66b641-6218-446a-a9db-fd1f5582befd HTTP/1.1" 200 768 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:03 +0000] "POST /networking/v2.0/subnets HTTP/1.1" 201 957 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:04 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:04 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:04 +0000] "GET /networking/v2.0/extensions HTTP/1.1" 200 14709 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:04 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:04 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:04 +0000] "GET /networking/v2.0/extensions HTTP/1.1" 200 14709 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:04 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:04 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3810 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:04 +0000] "POST /networking/v2.0/routers HTTP/1.1" 201 809 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:04 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:04 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:04 +0000] "GET /networking/v2.0/extensions HTTP/1.1" 200 14709 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:05 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:05 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:05 +0000] "POST /networking/v2.0/networks HTTP/1.1" 201 910 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:05 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:05 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3868 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:05 +0000] "GET /networking/v2.0/subnets/cd6578ee-76dd-4908-a366-6a03c123cc5d HTTP/1.1" 200 892 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:05 +0000] "GET /networking/v2.0/routers/5f8ceabe-977e-4028-98a6-bb133d5af3f0 HTTP/1.1" 200 804 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:05 +0000] "PUT /networking/v2.0/routers/5f8ceabe-977e-4028-98a6-bb133d5af3f0/add_router_interface HTTP/1.1" 200 535 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:06 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:06 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:06 +0000] "GET /networking/v2.0/networks/32ab90c4-6536-476f-912a-a2443a60c994 HTTP/1.1" 200 905 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:06 +0000] "POST /networking/v2.0/subnets HTTP/1.1" 201 871 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:06 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:06 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3868 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:06 +0000] "GET /networking/v2.0/routers/5f8ceabe-977e-4028-98a6-bb133d5af3f0 HTTP/1.1" 200 804 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:06 +0000] "GET /networking/v2.0/networks/32ab90c4-6536-476f-912a-a2443a60c994 HTTP/1.1" 200 943 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:06 +0000] "GET /networking/v2.0/extensions/external-gateway-multihoming HTTP/1.1" 200 453 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:06 +0000] "PUT /networking/v2.0/routers/5f8ceabe-977e-4028-98a6-bb133d5af3f0/update_external_gateways HTTP/1.1" 200 1237 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:07 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:07 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:08 +0000] "GET /networking/v2.0/ports?device_owner=network%3Arouter_gateway&fields=id&fields=name&fields=mac_address&fields=fixed_ips&fields=status HTTP/1.1" 200 437 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:08 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:08 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3868 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:08 +0000] "GET /networking/v2.0/subnets/7576f2f8-2907-453f-b40e-62e61603319c HTTP/1.1" 200 952 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:08 +0000] "GET /networking/v2.0/routers/5f8ceabe-977e-4028-98a6-bb133d5af3f0 HTTP/1.1" 200 1145 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:08 +0000] "PUT /networking/v2.0/routers/5f8ceabe-977e-4028-98a6-bb133d5af3f0/add_router_interface HTTP/1.1" 200 535 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:09 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:09 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:09 +0000] "GET /networking/v2.0/networks/32ab90c4-6536-476f-912a-a2443a60c994 HTTP/1.1" 200 943 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:09 +0000] "POST /networking/v2.0/subnets HTTP/1.1" 201 939 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:10 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:10 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3868 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:10 +0000] "GET /networking/v2.0/routers/5f8ceabe-977e-4028-98a6-bb133d5af3f0 HTTP/1.1" 200 1318 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:10 +0000] "GET /networking/v2.0/ports?device_id=5f8ceabe-977e-4028-98a6-bb133d5af3f0 HTTP/1.1" 200 2797 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:12 +0000] "GET /identity HTTP/1.1" 300 579 "-" "nova-scheduler keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:12 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3933 "-" "nova-scheduler keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:12 +0000] "GET /placement HTTP/1.1" 200 429 "-" "nova-scheduler keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:15 +0000] "GET /identity HTTP/1.1" 300 579 "-" "nova-conductor keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:15 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3933 "-" "nova-conductor keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:15 +0000] "GET /placement HTTP/1.1" 200 429 "-" "nova-conductor keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:16 +0000] "GET /identity HTTP/1.1" 300 579 "-" "nova-conductor keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:16 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3933 "-" "nova-conductor keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:16 +0000] "GET /placement HTTP/1.1" 200 429 "-" "nova-conductor keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "GET /compute/v2.1 HTTP/1.1" 200 811 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "GET /identity HTTP/1.1" 300 579 "-" "nova/31.1.0.dev218 keystonemiddleware.auth_token/10.11.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3933 "-" "nova/31.1.0.dev218 keystonemiddleware.auth_token/10.11.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "GET /identity/v3/auth/tokens HTTP/1.1" 200 3864 "-" "python-keystoneclient"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "GET /compute/v2.1/flavors/detail?is_public=True HTTP/1.1" 200 435 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "GET /identity HTTP/1.1" 300 579 "-" "nova-compute keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3933 "-" "nova-compute keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "GET /placement HTTP/1.1" 200 429 "-" "nova-compute keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "POST /compute/v2.1/flavors HTTP/1.1" 200 834 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "POST /compute/v2.1/flavors/c1/os-extra_specs HTTP/1.1" 200 463 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "POST /compute/v2.1/flavors HTTP/1.1" 200 831 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "POST /compute/v2.1/flavors/d1/os-extra_specs HTTP/1.1" 200 463 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:18 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /compute/v2.1/flavors HTTP/1.1" 200 831 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /compute/v2.1/flavors/d2/os-extra_specs HTTP/1.1" 200 463 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /compute/v2.1/flavors HTTP/1.1" 200 831 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /compute/v2.1/flavors/d3/os-extra_specs HTTP/1.1" 200 463 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /compute/v2.1/flavors HTTP/1.1" 200 831 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /compute/v2.1/flavors/d4/os-extra_specs HTTP/1.1" 200 463 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "GET /compute/v2.1/flavors/detail?is_public=True HTTP/1.1" 200 2558 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /compute/v2.1/flavors HTTP/1.1" 200 829 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /compute/v2.1/flavors/1/os-extra_specs HTTP/1.1" 200 463 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /compute/v2.1/flavors HTTP/1.1" 200 832 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /compute/v2.1/flavors/2/os-extra_specs HTTP/1.1" 200 463 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /compute/v2.1/flavors HTTP/1.1" 200 833 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /compute/v2.1/flavors/3/os-extra_specs HTTP/1.1" 200 463 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /compute/v2.1/flavors HTTP/1.1" 200 832 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /compute/v2.1/flavors/4/os-extra_specs HTTP/1.1" 200 463 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "POST /compute/v2.1/flavors HTTP/1.1" 200 835 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:20 +0000] "POST /compute/v2.1/flavors/5/os-extra_specs HTTP/1.1" 200 463 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:19 +0000] "GET /image HTTP/1.1" 300 1621 "-" "curl/8.5.0"
192.168.1.103 - - [30/Jul/2025:07:56:31 +0000] "GET /identity HTTP/1.1" 300 579 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:31 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3869 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:31 +0000] "GET /image HTTP/1.1" 300 1621 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:31 +0000] "GET /identity HTTP/1.1" 300 579 "-" "glance/30.1.0.dev68 keystonemiddleware.auth_token/10.11.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:31 +0000] "POST /identity/v3/auth/tokens HTTP/1.1" 201 3687 "-" "glance/30.1.0.dev68 keystonemiddleware.auth_token/10.11.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
192.168.1.103 - - [30/Jul/2025:07:56:31 +0000] "GET /identity/v3/auth/tokens HTTP/1.1" 200 3864 "-" "python-keystoneclient"
192.168.1.103 - - [30/Jul/2025:07:56:31 +0000] "POST /image/v2/images HTTP/1.1" 201 1191 "-" "openstacksdk/4.6.0 keystoneauth1/5.11.1 python-requests/2.32.4 CPython/3.12.3"
